locus_tag	ftype	length_bp	gene	EC_number	COG	product
Agy99_04888	CDS	927	udgB	3.2.2.-	COG1573	Type-5 uracil-DNA glycosylase
Agy99_04889	CDS	1029	tap			Multidrug efflux pump Tap
Agy99_04890	CDS	1368		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
Agy99_04891	CDS	783		1.14.-.-	COG2124	Cytochrome P450 130
Agy99_04892	CDS	582				putative HTH-type transcriptional regulator
Agy99_04893	CDS	1323				hypothetical protein
Agy99_04894	CDS	240				hypothetical protein
Agy99_04895	CDS	750				hypothetical protein
Agy99_04896	CDS	1143	oatA	2.3.1.-		O-acetyltransferase OatA
Agy99_04897	CDS	1560	deaD_2	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
Agy99_04898	CDS	597	lprE			Putative lipoprotein LprE
Agy99_04899	CDS	3408				hypothetical protein
Agy99_04900	CDS	1146				hypothetical protein
Agy99_04901	CDS	318				hypothetical protein
Agy99_04902	CDS	960				hypothetical protein
Agy99_04903	CDS	714	hsrA			putative transport protein HsrA
Agy99_04904	CDS	618				hypothetical protein
Agy99_04905	CDS	3717	kgd	2.2.1.5	COG0508	Multifunctional 2-oxoglutarate metabolism enzyme
Agy99_04906	CDS	834	sadH_2	1.-.-.-		Putative oxidoreductase SadH
Agy99_04907	CDS	852				hypothetical protein
Agy99_04908	CDS	1215		1.1.1.38		NAD-dependent malic enzyme
Agy99_04909	CDS	990	mdh	1.1.1.37	COG0039	Malate dehydrogenase
Agy99_04910	CDS	534				hypothetical protein
Agy99_04911	CDS	1302				hypothetical protein
Agy99_04912	CDS	594	corA		COG0598	Cobalt/magnesium transport protein CorA
Agy99_04913	CDS	1146	msuD	1.14.14.5	COG2141	Methanesulfonate monooxygenase
Agy99_04914	CDS	1446	gabP_4		COG1113	GABA permease
Agy99_04915	CDS	573				hypothetical protein
Agy99_04916	CDS	204	sugC_1	3.6.3.-	COG3839	Trehalose import ATP-binding protein SugC
Agy99_04917	CDS	963	sugC_2	3.6.3.-	COG3839	Trehalose import ATP-binding protein SugC
Agy99_04918	CDS	783	sugB		COG0395	Trehalose transport system permease protein SugB
Agy99_04919	CDS	1038				hypothetical protein
Agy99_04920	CDS	780	lpqY		COG1653	Trehalose-binding lipoprotein LpqY
Agy99_04921	CDS	1407				hypothetical protein
Agy99_04922	CDS	1161	mrp		COG0489	Iron-sulfur cluster carrier protein
Agy99_04923	CDS	393	tatB			Sec-independent protein translocase protein TatB
Agy99_04924	CDS	1515				hypothetical protein
Agy99_04925	CDS	405				hypothetical protein
Agy99_04926	CDS	696	sigE		COG1595	ECF RNA polymerase sigma factor SigE
Agy99_04927	CDS	747		2.1.1.-	COG4122	Putative O-methyltransferase
Agy99_04928	CDS	522				PPE family protein PPE34
Agy99_04929	CDS	822				putative PPE family protein PPE40
Agy99_04930	CDS	1329			COG3559	Multidrug efflux system permease protein
Agy99_04931	CDS	675				hypothetical protein
Agy99_04932	CDS	1263				hypothetical protein
Agy99_04933	CDS	780				hypothetical protein
Agy99_04934	CDS	342				hypothetical protein
Agy99_04935	CDS	1341	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
Agy99_04936	CDS	597	glgM_2	2.4.1.342	COG0438	Alpha-maltose-1-phosphate synthase
Agy99_04937	CDS	420				hypothetical protein
Agy99_04938	CDS	858				hypothetical protein
Agy99_04939	CDS	300				hypothetical protein
Agy99_04940	CDS	1302				hypothetical protein
Agy99_04941	CDS	3783				hypothetical protein
Agy99_04942	CDS	1335				IS256 family transposase IS2606
Agy99_04943	CDS	579	PPE2_7		COG5651	putative PPE family protein PPE2
Agy99_04944	CDS	567				hypothetical protein
Agy99_04945	CDS	1425	ramB		COG1396	HTH-type transcriptional regulator RamB
Agy99_04946	CDS	795			COG3884	putative protein
Agy99_04947	CDS	1287	icl	4.1.3.1	COG2224	Isocitrate lyase
Agy99_04948	CDS	867	fadB2	1.1.1.157	COG1250	3-hydroxybutyryl-CoA dehydrogenase
Agy99_04949	CDS	861	umaA	2.1.1.-	COG2230	S-adenosylmethionine-dependent methyltransferase UmaA
Agy99_04950	CDS	192				hypothetical protein
Agy99_04951	CDS	864	pcaA	2.1.1.79	COG2230	Cyclopropane mycolic acid synthase 3
Agy99_04952	CDS	684				putative HTH-type transcriptional regulator
Agy99_04953	CDS	1284				hypothetical protein
Agy99_04954	CDS	417			COG1396	putative HTH-type transcriptional regulator
Agy99_04955	CDS	606				hypothetical protein
Agy99_04956	CDS	288				hypothetical protein
Agy99_04957	CDS	483				hypothetical protein
Agy99_04958	CDS	681	deoC	4.1.2.4		Deoxyribose-phosphate aldolase
Agy99_04959	CDS	891				putative protein
Agy99_04960	CDS	843		3.5.-.-	COG0388	Hydrolase
Agy99_04961	CDS	522				hypothetical protein
Agy99_04962	CDS	789				hypothetical protein
Agy99_04963	CDS	525				putative protein
Agy99_04964	CDS	1101	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
Agy99_04965	CDS	1320	lprQ	2.3.2.-	COG1376	L,D-transpeptidase 5
Agy99_04966	CDS	753		1.-.-.-	COG4221	putative oxidoreductase
Agy99_04967	CDS	1302			COG1940	Transcriptional regulator
Agy99_04968	CDS	1401	mshA_1	2.4.1.250	COG0438	D-inositol 3-phosphate glycosyltransferase
Agy99_04969	CDS	552				putative protein
Agy99_04970	CDS	756	gpmA_1	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
Agy99_04971	CDS	1227	senX3	2.7.13.3		Sensor-like histidine kinase senX3
Agy99_04972	CDS	684	regX3		COG0745	Sensory transduction protein regX3
Agy99_04973	CDS	1902		1.1.-.-	COG2303	putative GMC-type oxidoreductase
Agy99_04974	CDS	342				hypothetical protein
Agy99_04975	CDS	414				putative protein
Agy99_04976	CDS	543				putative protein
Agy99_04977	CDS	738			COG2186	putative HTH-type transcriptional regulator
Agy99_04978	CDS	795				putative protein
Agy99_04979	CDS	1035	ppx1	3.6.1.11	COG0248	Exopolyphosphatase 1
Agy99_04980	CDS	1065				putative protein
Agy99_04981	CDS	843			COG1082	putative protein
Agy99_04982	CDS	846				putative protein
Agy99_04983	CDS	885	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
Agy99_04984	CDS	327				hypothetical protein
Agy99_04985	CDS	1134			COG0451	putative protein
Agy99_04986	CDS	1068			COG0204	putative protein
Agy99_04987	CDS	912	cmaA2	2.1.1.79	COG2230	Cyclopropane mycolic acid synthase 2
Agy99_04988	CDS	501				hypothetical protein
Agy99_04989	CDS	912	serB1	3.1.3.3	COG0560	Phosphoserine phosphatase SerB1
Agy99_04990	CDS	603				hypothetical protein
Agy99_04991	CDS	978	paoB	1.2.99.6	COG1319	Aldehyde oxidoreductase FAD-binding subunit PaoB
Agy99_04992	CDS	2178	paoC	1.2.99.6	COG1529	Aldehyde oxidoreductase molybdenum-binding subunit PaoC
Agy99_04993	CDS	1641				hypothetical protein
Agy99_04994	CDS	1302				hypothetical protein
Agy99_04995	CDS	252				hypothetical protein
Agy99_04996	CDS	1332				IS256 family transposase IS2606
Agy99_04997	CDS	1302				hypothetical protein
Agy99_04998	CDS	1344				IS256 family transposase IS2606
Agy99_04999	CDS	1302				hypothetical protein
Agy99_05000	CDS	381				hypothetical protein
Agy99_05001	CDS	1302				hypothetical protein
Agy99_05002	CDS	282	espL_2			ESX-1 secretion-associated protein EspL
Agy99_05003	CDS	315	espF			ESX-1 secretion-associated protein EspF
Agy99_05004	CDS	600	espH			ESX-1 secretion-associated protein EspH
Agy99_05005	CDS	147	espK_2			ESX-1 secretion-associated protein EspK
Agy99_05006	CDS	699				hypothetical protein
Agy99_05007	CDS	819	espK_3			ESX-1 secretion-associated protein EspK
Agy99_05008	CDS	783	espJ_1			ESX-1 secretion-associated protein EspJ
Agy99_05009	CDS	1302				hypothetical protein
Agy99_05010	CDS	909	mmpL2_4		COG2409	putative transport protein MmpL2
Agy99_05011	CDS	276			COG0526	putative protein
Agy99_05012	CDS	1422	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
Agy99_05013	CDS	954	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
Agy99_05014	CDS	1674	cysG_2	4.99.1.4		Siroheme synthase
Agy99_05015	CDS	984	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
Agy99_05016	CDS	537				hypothetical protein
Agy99_05017	CDS	285				hypothetical protein
Agy99_05018	CDS	114				hypothetical protein
Agy99_05019	CDS	111				hypothetical protein
Agy99_05020	CDS	1335				IS256 family transposase IS2606
Agy99_05021	CDS	1302				hypothetical protein
Agy99_05022	CDS	201				hypothetical protein
Agy99_05023	CDS	387				hypothetical protein
Agy99_05024	CDS	405				hypothetical protein
Agy99_05025	CDS	1230	pamO	1.14.13.92	COG2072	Phenylacetone monooxygenase
Agy99_05026	CDS	849	nlhH_4	3.1.1.1	COG0657	Carboxylesterase NlhH
Agy99_05027	CDS	279				hypothetical protein
Agy99_05028	CDS	1302				hypothetical protein
Agy99_05029	CDS	381				hypothetical protein
Agy99_05030	CDS	1335				IS256 family transposase IS2606
Agy99_05031	CDS	1302				hypothetical protein
Agy99_05032	CDS	219				hypothetical protein
Agy99_05033	CDS	705				hypothetical protein
Agy99_05034	CDS	1530				hypothetical protein
Agy99_05035	tRNA	75				tRNA-Leu(taa)
Agy99_05036	CDS	825				hypothetical protein
Agy99_05037	CDS	1173				PPE family protein PPE15
Agy99_05038	CDS	297	esxP_2			ESAT-6-like protein EsxP
Agy99_05039	CDS	285	esxN_3			ESAT-6-like protein EsxN
Agy99_05040	CDS	765	tcrX_3		COG0745	putative transcriptional regulatory protein TcrX
Agy99_05041	CDS	1545	tcrY_2	2.7.13.3		putative sensor histidine kinase TcrY
Agy99_05042	CDS	741	hyuE	5.1.99.5		Hydantoin racemase
Agy99_05043	CDS	294				hypothetical protein
Agy99_05044	CDS	903	ppx2	3.6.1.11	COG0248	Exopolyphosphatase 2
Agy99_05045	CDS	492				hypothetical protein
Agy99_05046	CDS	702				hypothetical protein
Agy99_05047	CDS	1287	eno	4.2.1.11	COG0148	Enolase
Agy99_05048	CDS	732				hypothetical protein
Agy99_05049	CDS	1101	mazG_2	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
Agy99_05050	CDS	3669	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
Agy99_05051	CDS	630				hypothetical protein
Agy99_05052	tRNA	73				tRNA-Gln(ttg)
Agy99_05053	CDS	1479	glmU		COG1207	Bifunctional protein GlmU
Agy99_05054	CDS	981	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
Agy99_05055	CDS	369	arsC_2	1.20.4.1		Arsenate reductase
Agy99_05056	CDS	657	lpqT			Putative lipoprotein LpqT
Agy99_05057	CDS	777		1.-.-.-	COG4221	putative oxidoreductase
Agy99_05058	CDS	1302				hypothetical protein
Agy99_05059	CDS	645	rplY		COG1825	50S ribosomal protein L25
Agy99_05060	CDS	576	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
Agy99_05061	CDS	981				hypothetical protein
Agy99_05062	CDS	1395				hypothetical protein
Agy99_05063	CDS	1635		6.2.1.-	COG0318	Putative ligase/MSMEI_5285
Agy99_05064	CDS	924	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
Agy99_05065	CDS	825	ksgA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
Agy99_05066	CDS	1089	rpfB	3.-.-.-	COG3583	Resuscitation-promoting factor RpfB
Agy99_05067	CDS	849	tatD	3.1.-.-	COG0084	putative metal-dependent hydrolase TatD
Agy99_05068	CDS	1557	metG	6.1.1.10	COG0143	Methionine--tRNA ligase
Agy99_05069	CDS	567				hypothetical protein
Agy99_05070	CDS	1059				hypothetical protein
Agy99_05071	CDS	624				hypothetical protein
Agy99_05072	CDS	1185	hcaD_2	1.18.1.3		3-phenylpropionate/cinnamic acid dioxygenase ferredoxin--NAD(+) reductase component
Agy99_05073	CDS	363				hypothetical protein
Agy99_05074	CDS	576	sigI		COG1595	putative ECF RNA polymerase sigma factor SigI
Agy99_05075	CDS	1275	menF_2	5.4.4.2		Isochorismate synthase MenF
Agy99_05076	CDS	1104				hypothetical protein
Agy99_05077	CDS	855	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
Agy99_05078	CDS	1557	pmt	2.4.1.109	COG1928	putative dolichyl-phosphate-mannose--protein mannosyltransferase
Agy99_05079	CDS	1209	arcA	3.5.3.6	COG2235	Arginine deiminase
Agy99_05080	CDS	660				hypothetical protein
Agy99_05081	CDS	654				hypothetical protein
Agy99_05082	CDS	678				hypothetical protein
Agy99_05083	CDS	993		2.3.1.-	COG0454	Acetyltransferase Pat
Agy99_05084	CDS	747	COQ5_4	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
Agy99_05085	CDS	252				hypothetical protein
Agy99_05086	CDS	753				hypothetical protein
Agy99_05087	CDS	537				hypothetical protein
Agy99_05088	CDS	1173				putative PPE family protein PPE32
Agy99_05089	CDS	867		2.4.1.187		N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
Agy99_05090	CDS	1581				hypothetical protein
Agy99_05091	CDS	1476	murJ			lipid II flippase MurJ
Agy99_05092	CDS	1992	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
Agy99_05093	CDS	1056				hypothetical protein
Agy99_05094	CDS	951				hypothetical protein
Agy99_05095	CDS	1992				hypothetical protein
Agy99_05096	CDS	960				hypothetical protein
Agy99_05097	CDS	798				hypothetical protein
Agy99_05098	CDS	666				hypothetical protein
Agy99_05099	CDS	651	nadE_2	6.3.5.1		Glutamine-dependent NAD(+) synthetase
Agy99_05100	CDS	753	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
Agy99_05101	CDS	528	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
Agy99_05102	CDS	618				hypothetical protein
Agy99_05103	CDS	1476				hypothetical protein
Agy99_05104	CDS	1311				hypothetical protein
Agy99_05105	CDS	825				hypothetical protein
Agy99_05106	tRNA	74				tRNA-Ala(cgc)
Agy99_05107	CDS	1179				hypothetical protein
Agy99_05108	CDS	612	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
Agy99_05109	CDS	1290	moeA1	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase 1
Agy99_05110	CDS	918	gtaB	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
Agy99_05111	CDS	594		6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
Agy99_05112	CDS	336				hypothetical protein
Agy99_05113	CDS	675				hypothetical protein
Agy99_05114	CDS	456	mscL		COG1970	Large-conductance mechanosensitive channel
Agy99_05115	CDS	546	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
Agy99_05116	CDS	1440				hypothetical protein
Agy99_05117	CDS	1536	mprB	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase MprB
Agy99_05118	CDS	699	mprA			Response regulator MprA
Agy99_05119	CDS	174	rpmF			50S ribosomal protein L32
Agy99_05120	CDS	93				hypothetical protein
Agy99_05121	CDS	1713				hypothetical protein
Agy99_05122	CDS	1149	mmgC_6	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
Agy99_05123	CDS	1596	accD5_2	6.4.1.3	COG4799	putative propionyl-CoA carboxylase beta chain 5
Agy99_05124	CDS	1983	accA1_2		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
Agy99_05125	CDS	1167		1.3.99.-	COG1960	Acyl-CoA dehydrogenase fadE12
Agy99_05126	CDS	774	fadB	4.2.1.17	COG1024	putative enoyl-CoA hydratase
Agy99_05127	CDS	603				putative protein
Agy99_05128	CDS	1998			COG4867	putative protein
Agy99_05129	CDS	1395				hypothetical protein
Agy99_05130	CDS	1572	purH		COG0138	Bifunctional purine biosynthesis protein PurH
Agy99_05131	CDS	648	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
Agy99_05132	CDS	1392				putative protein
Agy99_05133	CDS	906				34 kDa antigenic protein 
Agy99_05134	CDS	489			COG2141	putative protein
Agy99_05135	CDS	330			COG2141	putative protein
Agy99_05136	CDS	1521				hypothetical protein
Agy99_05137	CDS	639				hypothetical protein
Agy99_05138	CDS	537				hypothetical protein
Agy99_05139	CDS	903	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
Agy99_05140	CDS	1299	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
Agy99_05141	CDS	1059				hypothetical protein
Agy99_05142	CDS	474				hypothetical protein
Agy99_05143	CDS	2310	uvrD1	3.6.4.12	COG0210	ATP-dependent DNA helicase UvrD1
Agy99_05144	CDS	276				putative PPE family protein PPE40
Agy99_05145	CDS	129				hypothetical protein
Agy99_05146	CDS	1314				hypothetical protein
Agy99_05147	CDS	954	PE3_3			PE family protein PE3
Agy99_05148	CDS	1332				IS256 family transposase IS2606
Agy99_05149	CDS	252				hypothetical protein
Agy99_05150	CDS	1302				hypothetical protein
Agy99_05151	CDS	657				hypothetical protein
Agy99_05152	CDS	624	kstR2_2			HTH-type transcriptional repressor KstR2
Agy99_05153	CDS	126				hypothetical protein
Agy99_05154	CDS	1425	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
Agy99_05155	CDS	339				hypothetical protein
Agy99_05156	CDS	1128	pntAA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
Agy99_05157	CDS	471				hypothetical protein
Agy99_05158	CDS	879				hypothetical protein
Agy99_05159	CDS	489		1.3.99.-	COG1960	Acyl-CoA dehydrogenase fadE12
Agy99_05160	CDS	591	bbsG_2	1.3.8.3		(R)-benzylsuccinyl-CoA dehydrogenase
Agy99_05161	CDS	831				hypothetical protein
Agy99_05162	CDS	387				putative protein
Agy99_05163	CDS	711				hypothetical protein
Agy99_05164	CDS	870	yfmJ_2	1.-.-.-	COG2130	Putative NADP-dependent oxidoreductase YfmJ
Agy99_05165	CDS	879				hypothetical protein
Agy99_05166	CDS	315				hypothetical protein
Agy99_05167	CDS	318				hypothetical protein
Agy99_05168	CDS	960				hypothetical protein
Agy99_05169	CDS	2529	dltA_2	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
Agy99_05170	CDS	1866	lgrD_4			Linear gramicidin synthase subunit D
Agy99_05171	CDS	1302				hypothetical protein
Agy99_05172	CDS	441	lgrB_2			Linear gramicidin synthase subunit B
Agy99_05173	CDS	3768	ppsB_3	2.3.1.-		Plipastatin synthase subunit B
Agy99_05174	CDS	444				hypothetical protein
Agy99_05175	CDS	441	lgrE_1	1.1.-.-		Linear gramicidin dehydrogenase LgrE
Agy99_05176	CDS	318				hypothetical protein
Agy99_05177	CDS	960				hypothetical protein
Agy99_05178	CDS	267	lgrE_2	1.1.-.-		Linear gramicidin dehydrogenase LgrE
Agy99_05179	CDS	2970	pknD_11	2.7.11.1		Serine/threonine-protein kinase PknD
Agy99_05180	CDS	2985	pknD_12	2.7.11.1		Serine/threonine-protein kinase PknD
Agy99_05181	CDS	576	albA	1.3.3.13		Albonoursin synthase
Agy99_05182	CDS	357				hypothetical protein
Agy99_05183	CDS	969		1.3.1.103		2-haloacrylate reductase
Agy99_05184	CDS	861		1.1.1.-	COG1028	Putative short-chain type dehydrogenase/reductase
Agy99_05185	CDS	1482	aldH1	1.2.1.-	COG1012	4,4'-diaponeurosporen-aldehyde dehydrogenase
Agy99_05186	CDS	867		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
Agy99_05187	CDS	117				hypothetical protein
Agy99_05188	CDS	942		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
Agy99_05189	CDS	933		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
Agy99_05190	CDS	636				hypothetical protein
Agy99_05191	CDS	1005				hypothetical protein
Agy99_05192	CDS	1128	clcB_2			Voltage-gated ClC-type chloride channel ClcB
Agy99_05193	CDS	261				hypothetical protein
Agy99_05194	CDS	777				hypothetical protein
Agy99_05195	CDS	414				hypothetical protein
Agy99_05196	CDS	381				hypothetical protein
Agy99_05197	CDS	1023	oleD_1	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
Agy99_05198	CDS	510				hypothetical protein
Agy99_05199	CDS	516	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
Agy99_05200	CDS	621		1.14.-.-	COG2124	Putative cytochrome P450 138
Agy99_05201	CDS	717		1.14.-.-	COG2124	Putative cytochrome P450 138
Agy99_05202	CDS	606				hypothetical protein
Agy99_05203	CDS	213				hypothetical protein
Agy99_05204	CDS	1044	adh_2	1.1.1.1	COG1063	Alcohol dehydrogenase
Agy99_05205	CDS	891	ephA_4	3.3.2.10		Epoxide hydrolase A
Agy99_05206	CDS	450				hypothetical protein
Agy99_05207	CDS	843				hypothetical protein
Agy99_05208	CDS	600				hypothetical protein
Agy99_05209	CDS	1110				hypothetical protein
Agy99_05210	CDS	1050		1.-.-.-		Putative coenzyme F420-dependent oxidoreductase
Agy99_05211	CDS	525				hypothetical protein
Agy99_05212	CDS	1134	desA3_3	1.14.19.-	COG3239	NADPH-dependent stearoyl-CoA 9-desaturase
Agy99_05213	CDS	1098		1.-.-.-	COG1018	NADPH oxidoreductase
Agy99_05214	CDS	669	fabR		COG1309	HTH-type transcriptional repressor FabR
Agy99_05215	CDS	1212				hypothetical protein
Agy99_05216	CDS	591				hypothetical protein
Agy99_05217	CDS	249				hypothetical protein
Agy99_05218	CDS	576				hypothetical protein
Agy99_05219	CDS	1293	bbsG_3	1.3.8.3		(R)-benzylsuccinyl-CoA dehydrogenase
Agy99_05220	CDS	456		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
Agy99_05221	CDS	498				hypothetical protein
Agy99_05222	CDS	1041	fbpC_2	2.3.1.122	COG0627	Diacylglycerol acyltransferase/mycolyltransferase Ag85C
Agy99_05223	CDS	408				hypothetical protein
Agy99_05224	CDS	1368	mak	2.7.1.175		Maltokinase
Agy99_05225	CDS	1785	treS	3.2.1.1	COG0366	Trehalose synthase/amylase TreS
Agy99_05226	CDS	1074				hypothetical protein
Agy99_05227	CDS	501				hypothetical protein
Agy99_05228	CDS	411				hypothetical protein
Agy99_05229	CDS	1776	GFM1			Elongation factor G, mitochondrial
Agy99_05230	CDS	432			COG0480	Elongation factor G-like protein
Agy99_05231	CDS	477				hypothetical protein
Agy99_05232	CDS	1635	menE_9	6.2.1.26		2-succinylbenzoate--CoA ligase
Agy99_05233	CDS	1764	oxc	4.1.1.8	COG0028	Oxalyl-CoA decarboxylase
Agy99_05234	CDS	759	hdfR			HTH-type transcriptional regulator HdfR
Agy99_05235	CDS	756	ldtA	2.3.2.-	COG1376	L,D-transpeptidase 1
Agy99_05236	CDS	1749	mntH_3			Divalent metal cation transporter MntH
Agy99_05237	CDS	216				hypothetical protein
Agy99_05238	CDS	666	trmR_2	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
Agy99_05239	CDS	2013				hypothetical protein
Agy99_05240	CDS	1221	frc_3	2.8.3.16		Formyl-CoA:oxalate CoA-transferase
Agy99_05241	CDS	936		1.1.1.-	COG1028	Putative short-chain type dehydrogenase/reductase
